"","CCNA2","CCNB1","BIRC5","TOP2A","PLK1","NDC80","CDCA8","MKI67","CDC6","CENPF","KRT17","RRM2","t","p"
"619",5.066958,5.312674,4.7713075,5.5049195,4.6185675,5.187383,4.3023376,5.4080715,4.1064606,5.125438,2.8051865,6.003354,0.615,"S-ph"
"620",5.8326783,6.388237,5.3238044,6.017766,5.3107104,5.3367286,5.1227713,5.512879,2.7522826,5.428677,3.8366425,5.022478,0.704,"G2M"
"621",4.488412,4.8187113,4.320592,5.196428,3.8847718,4.4463406,4.118814,5.1862283,4.2833624,4.757666,4.190693,5.477631,0.799,"G2M"
"622",4.9633837,6.8652096,5.121726,4.7497406,5.277559,5.4672303,4.434527,5.2067595,2.1328156,5.796185,3.9992619,3.4499314,0.115999999999999,"G1"
"623",5.195633,4.8336625,4.375208,5.4283414,4.165268,4.401901,3.92075,5.062042,4.6460767,4.789961,3.2881732,5.339583,0.557,"S-ph"
"624",4.8746405,4.110322,3.802689,5.080847,3.180716,4.96979,3.5722322,5.4216766,4.9317007,4.8265257,3.9898567,5.87329,0.508,"S-ph"
"625",4.1346984,5.127276,4.940248,4.4801598,2.5570383,4.0346293,3.8834229,4.5764823,4.7872887,4.085915,3.3590195,4.5662265,0.424,"S-ph"
"627",5.053292,4.9668612,4.434659,4.886324,4.2006974,4.719372,4.305947,5.23652,4.498456,5.023274,4.1725583,4.605792,0.603,"S-ph"
"628",3.7048686,4.05606,4.7336984,4.8374944,3.1252558,4.9315233,3.2532814,4.5380077,4.294469,3.53881,2.8521094,4.8497434,0.479,"S-ph"
"629",4.9288807,5.8604174,5.1878204,4.7734084,4.764516,4.951361,3.3770056,4.279871,5.3544655,4.7996216,0,3.263482,0.735,"G2M"
"630",4.276427,4.9626036,4.4632707,4.3554006,2.5518222,4.3554006,3.4202206,4.8061686,4.6493454,4.3926654,4.3166933,5.0228167,0.397999999999999,"S-ph"
"631",5.42746,6.0893364,4.8344297,5.9154143,5.0668945,5.24736,4.9547076,5.5143857,2.9234378,5.6497245,3.0757859,4.7046356,0.706,"G2M"
"632",4.1687436,5.468636,5.142846,5.8263083,4.524335,5.1909313,3.3534198,5.575836,4.180536,5.3913655,2.6946397,4.6118283,0.769,"G2M"
"633",5.1028223,6.4585304,5.5424814,4.724565,4.985799,4.84798,5.2038846,5.5581684,3.253967,5.123067,4.7185764,3.7701168,0.099,"G1"
"635",5.1609383,5.7801013,5.1316957,5.9209776,4.5155954,5.656383,4.7142754,5.643126,3.2134209,5.545052,3.9117026,4.9797635,0.654,"S-ph"
"636",4.2951565,5.4083967,4.691268,5.389435,4.071848,4.5576735,3.303639,5.1650386,3.1808045,4.691268,2.8778126,5.0306115,0.582,"S-ph"
"637",5.2475247,6.0849714,4.8617935,5.9445214,5.0833883,5.3304853,5.1942296,5.6512346,3.700396,5.7911663,5.342356,4.9353485,0.773,"G2M"
"639",3.0403035,3.915882,4.5630226,1.7378451,0,3.650155,2.711726,4.1065164,4.610734,3.650155,2.082888,4.198571,0.342999999999999,"G1"
"640",4.576676,6.194949,5.2585053,4.5888205,3.805306,4.8799906,3.6935892,5.1195235,4.5005374,4.5888205,2.458551,4.5519347,0.192,"G1"
"641",3.9833024,5.6696706,4.3376584,4.562777,2.651375,3.8979826,3.2759664,4.553572,4.525438,4.8750343,3.6574938,3.8979826,0.282,"G1"
"642",3.3463192,5.9180303,5.334123,3.9621973,4.1180086,4.720316,0,4.955962,2.4402328,5.4339323,4.5397754,4.2412553,0.19,"G1"
"643",4.3831587,5.677839,4.9653807,4.692178,3.6351871,4.0549383,3.0951624,4.879003,4.9086323,4.563397,4.7733736,4.858751,0.298,"G1"
"644",4.7343416,6.2400546,5.3010583,3.296878,4.122807,4.122807,2.909743,5.2105613,0,4.8078218,0,3.7927935,0.217,"G1"
"645",4.95096,4.6927786,4.237095,2.4611404,2.6838465,2.8658764,4.101603,4.164098,4.7016654,3.9257941,6.1887054,4.3688188,0.353,"G1"
"646",5.9910316,6.7396917,5.1085396,5.1085396,5.436197,5.405244,5.156706,5.156706,4.194265,5.8435946,3.3668766,4.897409,0.126,"G1"
"647",4.65703,6.411623,5.207089,3.6665816,4.491701,5.173566,4.1139226,4.7126017,4.0973926,5.276083,3.4995131,4.513925,0.248,"G1"
"649",5.592035,6.6696706,5.5967903,5.7645507,5.251803,5.4460196,5.0644875,5.502325,3.5703526,6.054955,5.5896482,4.2584124,0.094,"G1"
"650",3.5734653,3.181932,4.5157766,2.672151,0,3.3967397,0,5.308781,4.689222,3.428449,4.166765,4.056485,0.273999999999999,"G1"
"651",5.9390693,6.649811,6.007104,6.0986958,5.723886,5.415249,5.3380494,6.0180063,0,6.433453,6.0733714,5.0120053,0.06,"G1"
"652",5.0573597,6.6148114,5.2728724,4.8468027,5.454339,4.7822666,4.3515077,5.516213,4.037875,5.374653,4.2289143,4.6391726,0.089,"G1"
"653",4.0484376,5.973323,4.592659,1.2078134,4.1520514,3.9480362,2.3403277,3.2590847,3.8194041,4.6906447,2.857798,4.704902,0.358,"G1"
"654",5.0000157,6.333515,4.4364705,4.5737715,4.9509645,5.134201,4.6272955,4.9879766,3.8349328,5.7222757,5.11305,4.6008916,0.198,"G1"
"655",0,0,3.5375185,1.6690812,0,0,3.2064018,0.73083895,4.363496,0,6.4889946,2.960415,0.349,"G1"
"656",4.6900635,6.297458,5.351583,4.5778365,3.9883728,5.062436,2.908793,4.440109,3.7918112,5.155506,2.5302334,3.8549392,0.246,"G1"
"657",5.206849,6.8557506,5.592011,5.470358,5.365799,5.2414813,4.586912,5.3144,3.5435064,5.998009,0,4.913144,0.159,"G1"
"660",5.4542427,6.4481034,5.2578163,4.5048146,5.608844,5.702952,5.461646,5.602457,3.7937596,5.6854153,3.4739718,3.8870213,0.100999999999999,"G1"
"661",4.826777,5.9904013,4.7357397,3.8183155,3.8874345,4.676853,3.411905,4.6869116,4.300876,4.754622,1.4488245,4.4760046,0.287,"G1"
"662",4.1146116,5.8026643,5.128591,5.055918,3.366026,4.1491394,4.1320243,5.0139337,4.9242744,5.2485456,4.842882,4.939787,0.293,"G1"
"663",4.407934,4.7209625,4.7621,5.697265,3.6563764,4.847054,1.5627818,5.401174,4.1319013,4.669254,5.952747,5.288727,0.521,"S-ph"
"664",5.2802525,5.8831735,4.779339,5.3469334,4.2578015,4.9158792,4.2578015,5.5004034,3.0130053,5.0233407,5.328331,5.2603545,0.642,"S-ph"
"665",4.0335317,4.8760943,4.5855274,5.2735624,3.3201115,4.782359,3.9751918,4.859692,3.8696923,4.826058,2.6990085,5.569495,0.611,"S-ph"
"666",4.526472,5.19748,4.481513,4.492944,3.1505978,3.5988684,3.3110414,4.30603,4.620798,4.385034,3.2340338,5.04612,0.428,"S-ph"
"667",4.317734,5.202592,4.938562,4.7187457,3.4379723,4.3949823,3.7035527,4.854999,4.726399,4.778393,1.4912663,5.202592,0.463999999999999,"S-ph"
"668",4.0188417,5.2909527,4.5375547,2.9913566,2.9913566,3.6857762,3.603429,3.9997761,4.6641035,2.1228518,2.937148,5.3324194,0.402,"S-ph"
"669",4.646899,5.03263,4.675893,5.354754,4.148922,5.169508,4.2265067,4.9346347,4.7668824,4.41632,5.411113,5.186802,0.499,"S-ph"
"670",4.7506166,4.7953553,4.6291413,5.4546328,4.282748,4.3418436,4.206891,5.07914,4.019655,4.2328215,2.8767998,5.9523473,0.492,"S-ph"
"671",4.5342603,4.433627,4.2814527,5.216664,3.5746415,4.7004805,3.2870443,4.9396925,4.468309,4.946759,2.4765387,5.194925,0.447,"S-ph"
"672",5.1100945,5.238146,4.8598313,5.8642735,3.9903567,4.8658633,3.0583816,4.822854,4.340016,4.935545,5.105373,5.93897,0.547,"S-ph"
"674",4.6825495,5.1829586,4.520195,5.55051,3.7882247,4.7928004,3.8851779,5.412029,3.8665247,4.9824133,2.6095958,5.669026,0.599,"S-ph"
"675",4.848779,4.7117896,4.747836,5.63587,3.9282339,4.481693,3.8617914,5.29147,4.74073,4.696999,5.1784167,6.1435156,0.563,"S-ph"
"676",3.585332,3.7247288,3.2985818,2.8439784,2.2073946,3.1170053,0.6413858,4.2258596,4.567528,4.143748,1.5252829,5.241293,0.41,"S-ph"
"677",4.3827124,5.424885,5.049315,4.9582224,3.9982338,4.5892563,4.0824914,4.4686823,4.8005614,4.547843,0.9543833,5.2010837,0.433,"S-ph"
"678",4.4950986,4.2145104,4.822515,4.4427824,2.9096367,4.705737,3.9538794,4.7540965,5.0034947,4.398865,3.0911694,5.325684,0.47,"S-ph"
"679",4.070249,5.837658,5.6856694,4.7246304,4.2163115,4.3876204,3.6634905,5.2819,4.8847938,5.6000314,4.774457,5.371411,0.457,"S-ph"
"680",4.557269,5.779387,5.134913,4.5199323,3.4428658,4.467877,4.1751003,5.0785036,4.8784113,5.508194,4.3089476,4.9953485,0.385,"S-ph"
"681",4.499955,4.883364,4.919726,5.5539575,3.6920402,4.5833173,3.8903933,5.1371074,4.5732694,5.1428375,5.3941236,5.981866,0.505,"S-ph"
"682",4.719991,5.07667,4.5658383,5.5229607,4.220991,5.334217,4.59661,5.2948027,4.576201,4.853524,3.6903474,5.4986677,0.471,"S-ph"
"683",4.719189,4.5788956,4.034925,4.9139705,3.4464602,4.9367933,3.9777167,5.0162835,4.557145,4.8422003,2.751786,5.4078655,0.48,"S-ph"
"684",4.639519,4.1896024,4.394397,4.67511,3.2580457,4.5772324,4.297233,4.468725,4.4969754,4.28008,6.510577,5.2970138,0.417,"S-ph"
"685",4.0288544,5.3756304,4.6782937,5.380025,3.5627463,4.669409,3.640605,5.56377,4.818382,5.233918,2.036227,5.7617497,0.515,"S-ph"
"686",5.3458066,6.638736,5.411173,6.1655574,5.7051005,5.7268705,4.892041,5.9664545,2.2513123,6.212072,1.3437515,4.7473674,0.636,"S-ph"
"687",4.6403513,5.053052,4.2855663,5.4989114,3.9722617,4.913728,4.101514,4.9016967,3.5608637,5.0888195,4.5149035,5.404676,0.61,"G2M"
"688",5.584965,6.5611734,5.483369,6.5836654,5.194844,5.5322795,5.4354544,6.0325565,3.5489573,5.8205633,5.2637644,5.0091662,0.58,"G2M"
"689",5.220565,6.044199,4.958842,6.044199,5.122853,5.111989,4.435647,5.547751,2.2147753,5.77716,4.9065776,4.44633,0.551,"G2M"
"690",4.5542307,4.8343554,4.3602304,5.847625,3.3965802,4.819438,2.4991639,4.451125,4.699844,4.9852495,4.178085,5.8999825,0.65,"G2M"
"691",5.300354,6.444562,5.387328,6.0398912,5.258604,5.0997825,4.7353797,6.1130543,2.399341,6.194321,4.0022607,4.5322156,0.562,"G2M"
"692",5.303652,6.048525,5.0857077,5.9026904,4.8152943,5.3552256,4.6567345,5.6454935,1.8438781,5.6678042,4.71561,5.0316186,0.572,"G2M"
"693",5.1895647,6.284454,5.1059704,5.937222,5.35205,5.064432,5.0398974,5.463733,2.956091,5.499659,2.0429876,4.583619,0.631,"G2M"
"694",5.0591383,5.6851377,4.824084,5.5434422,4.7965307,5.151425,4.8104024,5.7598233,3.0585585,5.4462047,3.686433,4.67014,0.638,"G2M"
"695",4.8894706,5.2404256,5.116615,5.3015947,3.991197,4.3320503,4.3199425,4.97528,4.8685775,4.7491145,4.4980083,4.854402,0.602,"G2M"
"696",4.7255044,5.7743587,4.894267,6.0234246,4.9845877,5.2858877,4.8599253,5.3217483,3.2324157,5.498839,3.8105228,5.0674214,0.596,"G2M"
"697",4.638732,5.758538,5.078947,5.7731214,4.4083333,5.3302584,4.651511,5.38965,3.7431607,5.4795647,2.8308864,5.0279813,0.645999999999999,"G2M"
"698",5.6713834,6.3354564,5.315756,6.275135,5.45134,5.6471505,5.5871296,5.8211846,1.8269758,5.800359,4.4257064,5.0809608,0.557999999999999,"G2M"
"699",4.7231574,5.479449,4.5539937,5.9660134,4.5539937,4.8678026,4.2633486,5.212172,3.6581311,5.09507,3.2174194,3.9629812,0.64,"G2M"
"700",5.303031,6.1774592,4.9543133,5.367957,4.762797,5.405654,4.762797,5.473899,2.6727293,5.4387326,5.196981,4.348773,0.558999999999999,"G2M"
"701",4.7253113,5.885484,5.073459,5.5794168,5.037541,5.4982104,5.049658,5.2846956,2.9362435,5.349215,1.339627,5.250805,0.648,"G2M"
"702",5.4962196,6.4252057,5.3081717,5.2260766,5.4962196,5.3931265,5.2645416,5.3404837,2.6578825,5.7705426,2.3308065,4.880303,0.627,"G2M"
"703",5.092335,5.4302416,4.825102,5.893602,4.3714495,5.162407,4.5874486,5.6698947,2.8540947,5.9660797,4.0004044,5.598459,0.643,"G2M"
"704",5.6199985,6.1868005,5.2016535,6.293612,4.816493,5.338376,5.183735,5.56597,2.688129,5.834785,3.9777768,5.864968,0.63,"G2M"
"705",5.040496,5.4274793,4.958466,5.724306,4.6076026,5.18152,3.9783826,5.6900954,3.6247177,5.4912286,4.5695276,5.721244,0.534,"G2M"
"706",5.601231,6.3763666,5.3492517,6.3193083,5.1243906,5.570669,4.9614954,5.7672534,3.4389553,5.8503847,3.062203,4.129129,0.575,"G2M"
"707",5.7256365,6.5194616,5.320287,6.4440966,5.1945643,5.7787347,4.9766583,5.6101522,3.261244,6.1628313,1.3315438,4.7632008,0.629,"G2M"
"708",5.3099713,6.382155,5.2672963,5.898515,5.5781894,5.548715,4.5832286,5.6319046,3.433055,5.551702,3.1143026,4.749314,0.547,"G2M"
"709",4.670109,5.333362,4.3406625,5.411068,3.7677772,4.871327,4.4072537,4.670109,4.4072537,5.201734,1.2927345,5.1417565,0.982,"G2M"
"710",4.3452096,4.699138,4.875899,5.371405,3.990811,5.0659204,3.9231377,4.7386284,3.869197,5.0143714,4.3679047,5.5652246,0.635,"S-ph"
"711",2.19768,4.95868,3.6921527,3.4416258,0,0,2.2918723,2.7799897,3.4127426,0.6362299,3.183164,3.8169916,0.09,"G1"
"712",4.1315446,4.7408996,4.41883,5.0838475,3.68253,4.615327,3.9051757,4.920451,4.3857174,4.3857174,3.6120944,4.5508537,0.956,"G2M"
"713",4.0757394,4.699346,4.608866,3.9835892,0,1.8220522,3.3551836,3.8820777,4.377418,3.899728,2.6362925,4.2625566,0.139,"G1"
"714",4.62487,4.8868914,4.806944,5.261628,3.4243536,4.4226785,3.7905605,4.960918,4.0869327,4.720045,0,5.5029364,0.672,"S-ph"
"716",5.597064,6.6485095,5.017774,5.9439516,5.0423055,4.879501,5.160986,5.5886803,3.6704364,5.5830517,1.1789995,4.64968,0.744,"G2M"
"717",4.556663,4.7047358,4.0068665,5.182497,1.715816,4.047514,3.470981,4.047514,4.7583265,4.4381967,4.532432,5.1867557,0.26,"S-ph"
"718",5.6166687,6.269888,5.164907,6.3556147,5.4776144,5.797301,5.68866,5.839734,0.6378545,5.950243,2.6662726,4.7849164,0.852,"G2M"
"719",5.0468726,5.211103,4.6416473,5.7126355,3.6133225,5.200955,3.390682,5.378094,4.5866284,4.8574824,6.574105,6.1169987,0.674,"S-ph"
"720",5.4262114,5.9292126,5.33502,5.7401023,4.7926407,5.2666335,4.955495,4.5427914,3.5193362,5.947292,1.7176542,4.7926407,0.953,"G2M"
"721",5.7237487,6.5419965,5.392069,6.264297,5.29338,5.3709645,4.909403,5.7748785,4.0261836,5.8235207,5.349405,4.7375255,0.843,"G2M"
"722",4.1942544,5.1248436,4.648215,4.9808793,3.4191163,3.9864876,3.6458864,4.861952,4.4692926,4.670309,5.2708464,5.4760203,0.233,"S-ph"
"723",5.5595584,6.5696545,5.520631,5.969515,5.330418,5.143818,4.8941693,5.5733466,2.6115327,5.713655,4.174402,4.6067333,0.895999999999999,"G2M"
"725",5.375383,6.461067,4.902297,5.955799,5.5151772,5.1733003,5.0645823,5.439174,3.7950132,5.5708737,5.299377,4.8541718,0.861,"G2M"
"726",3.2318375,5.679878,4.9037466,1.843932,3.2013617,0,3.4470527,3.3180594,4.532419,3.103931,2.3147416,3.8254044,0.185,"G1"
"727",4.464416,5.142543,4.6629915,4.815793,2.5592742,3.415052,3.4905448,4.4459414,4.9595313,3.5144937,4.6478696,4.8093314,0.336,"S-ph"
"728",4.9433227,3.668901,4.4372396,4.4372396,2.0117066,4.3739996,3.9543335,5.0525804,4.323798,3.929189,2.0947824,5.3479495,0.359,"S-ph"
"729",5.6727786,6.3495603,5.0603504,6.222114,5.53095,5.378697,5.1237483,5.334455,3.074357,5.7383113,4.521635,4.6815,0.885999999999999,"G2M"
"730",5.518508,6.3817,5.342883,5.8811927,5.439894,5.6621695,5.273952,5.541257,3.3335795,5.7467527,0,4.7651405,0.971,"S-ph"
"731",5.705399,6.733186,5.489533,6.4777923,5.351994,5.886446,4.872502,5.5864134,3.0793183,5.71826,3.6862311,3.3402417,0.964,"G2M"
"732",4.5367155,5.3533735,4.770292,4.0260124,2.9792612,3.448937,2.0642807,4.3773193,4.0260124,4.2595634,2.469018,4.577951,0.27,"S-ph"
"733",4.013734,5.408362,4.5855713,5.0073004,2.9161835,3.9219773,3.6597877,4.3772397,4.327248,4.513768,3.338491,5.2535086,0.262,"S-ph"
"734",5.109462,5.8194594,4.918976,5.822734,4.105068,4.7990775,4.492738,5.180274,2.9270868,5.417114,2.576444,4.38862,0.951,"G2M"
"735",3.5541599,4.723644,4.604816,4.2606688,3.4047654,3.841629,4.113411,4.2742686,4.7575364,3.8622353,4.6522045,5.0819616,0.264,"S-ph"
"736",4.9875064,5.511408,4.53469,5.2784433,4.204572,4.749404,3.4972801,5.082196,4.129383,4.798582,4.798582,4.481219,0.914,"G2M"
"737",5.70222,6.5181756,5.2432566,6.0912747,5.480943,5.318856,4.7005477,5.4441566,3.608832,5.811787,0.8059045,4.5155363,0.754,"G2M"
"738",5.125622,6.3074403,5.536978,4.056215,4.8935695,4.922982,3.633397,5.3187284,4.7406673,5.3756146,4.41459,4.5496197,0.0409999999999999,"G1"
"739",0.71675783,4.7283854,4.173075,3.7832599,0,1.1299708,0,3.5418012,4.23564,4.2945204,4.1063333,4.0889277,0.068,"G1"
"740",3.8462918,4.407507,4.0949473,4.3857985,2.8249714,4.8916306,3.403778,4.7797313,4.4598007,4.479976,4.049918,5.434658,0.46,"S-ph"
"741",4.0692434,5.3923655,4.981228,5.181194,3.5795157,4.195024,3.7366214,4.7155333,4.8192167,4.74627,1.2848741,5.2243357,0.564,"S-ph"
"742",4.8232393,5.121056,4.828645,6.203485,3.7874763,5.037143,4.099733,5.121056,3.916256,5.0924807,5.656553,4.6457663,0.976,"G2M"
"743",4.2102094,5.5595655,4.76633,2.7662895,3.9602625,3.382509,2.9236202,4.519086,3.728943,3.427484,2.5794985,4.643835,0.135,"G1"
"744",5.7423763,6.8388486,5.3882246,6.286294,5.6376705,5.490059,5.5037956,5.7261243,3.7187274,6.2367387,2.607583,4.954006,0.839,"G2M"
"745",4.4578557,5.233252,4.0581675,5.8199153,2.3492806,4.993034,3.9627657,5.3448033,3.8572931,5.2879257,3.8117783,2.2433567,0.946,"G2M"
"746",5.3960934,6.130836,5.0986905,5.816097,5.133225,5.5638833,5.2079506,5.5054665,3.3658051,5.6010146,4.747485,4.189025,0.807999999999999,"G2M"
"747",4.7349596,5.0440426,4.920049,5.1952686,2.8701377,4.212983,3.825466,4.223635,4.0754395,4.904082,3.6905413,4.5619755,0.974,"G2M"
"748",4.861494,5.4369454,4.9668746,5.6672297,3.608233,5.0491266,4.1193376,5.029189,3.9369326,5.4975767,4.152141,5.6384478,0.952,"G2M"
"749",0.9199329,3.162806,4.199407,2.0529754,0.9199329,2.2300327,0,3.2542627,4.5085797,2.8679183,1.7097114,3.89776,0.196999999999999,"G1"
"750",4.843795,4.6806536,4.485607,5.0248027,3.4468644,4.0661,3.6004171,5.3487153,4.0358644,4.9899464,2.5089557,5.4691787,0.588,"S-ph"
"751",4.0135016,6.2251844,5.040114,5.1229773,4.5776677,4.827786,3.960438,5.403464,4.283592,5.2407293,1.7520992,4.644012,0.07,"G1"
"752",5.5060377,5.968642,5.084087,6.074378,4.5341663,5.1903567,3.6381881,5.604619,3.7409153,5.50269,4.719112,5.1577525,0.989,"G2M"
"753",4.570931,4.972941,3.9892528,5.3368673,3.726669,4.457123,3.3331687,5.3951473,3.593002,4.9362965,4.132451,5.691096,0.961,"G2M"
"755",4.910243,4.444652,4.735208,5.2105994,3.6540048,4.3847613,4.209843,4.873067,4.634676,4.931903,3.797072,5.172029,0.49,"S-ph"
"756",3.9101543,5.272981,3.9422975,4.687622,3.2368464,4.264081,3.9101543,4.7459364,4.8010364,4.308918,1.4493732,4.8010364,0.369,"S-ph"
"757",3.878695,5.701268,5.3392897,4.0486717,4.1545205,4.587843,3.606606,4.9899106,4.8193355,5.2426157,4.0486717,3.231616,0.115,"G1"
"758",4.424946,4.0750027,4.971229,5.0162373,3.12731,4.304397,4.2381954,5.028733,4.917182,4.54266,4.683666,5.4606385,0.375,"S-ph"
"759",4.8520427,5.32094,5.2837386,5.715588,3.622194,5.352393,3.622194,5.4963365,3.9218402,5.0967355,3.804221,5.733877,0.907,"G2M"
"760",5.2088256,6.663123,5.2784147,4.9340925,5.313639,5.0808644,4.9894443,4.9954095,4.2291017,5.439495,4.4259534,3.9334452,0.021,"G1"
"761",4.572958,4.966998,4.7199526,5.366565,3.833668,4.4990354,4.2263136,4.611781,4.312107,4.848083,4.4554763,5.2489185,0.98,"G2M"
"762",3.8749793,4.8407497,4.4481707,5.3592086,3.684137,4.7977495,3.7398992,5.139919,4.533464,5.229411,5.0014806,5.1792574,0.363,"S-ph"
"763",4.2250233,5.154351,4.736568,4.6826234,2.4406698,4.2886477,3.8268442,4.8714643,4.032436,4.2573414,0,5.276287,0.397,"S-ph"
"764",4.2882743,4.1455803,3.5291545,4.893206,3.1613126,4.3209786,4.1455803,5.114849,4.6779575,5.012844,5.1621976,5.324088,0.437,"S-ph"
"765",1.0738715,6.0053787,5.031799,4.1973133,2.164099,3.72474,2.5305276,4.63584,3.4603155,5.782851,3.6271923,4.332585,0.073,"G1"
"766",0.58067876,5.1044183,4.5992165,4.6680665,3.5282571,0,2.9904196,4.690002,4.5505333,4.481701,4.971754,4.9879904,0.111999999999999,"G1"
"767",5.140641,4.9122906,4.1458006,5.362613,3.9176006,4.688197,3.6214335,5.1494784,4.321461,4.8840113,4.435524,5.656215,0.705,"S-ph"
"768",5.45931,6.3461137,5.39682,6.3030877,5.146224,5.4363313,5.4363313,5.887084,2.9795644,6.0358872,4.266469,5.290619,0.902,"G2M"
"769",5.580881,6.3965316,5.3606787,6.014081,5.562008,5.4030423,5.0187473,5.5231586,2.7194426,5.4973626,2.3906238,4.8834815,0.81,"G2M"
"770",5.1161222,5.3567047,4.3733654,5.445913,4.8386297,4.509216,4.518248,5.2757587,3.181418,4.907965,1.2450047,4.7986813,0.975,"G2M"
"771",4.3595195,5.9179626,4.88097,4.5174775,3.9203978,4.071711,3.163408,4.984789,4.071711,4.934226,3.4940016,4.888754,0.086,"G1"
"772",5.3392353,5.9076915,4.6316457,6.015487,4.945668,5.3859725,4.7505035,5.2699018,3.6078887,5.290207,3.4309742,5.138568,0.967,"G2M"
"773",5.2467704,6.4722986,5.098869,6.304662,5.6477747,5.1356883,5.179884,5.5270433,2.6431663,5.859315,4.344345,4.430274,0.859,"G2M"
"774",4.9092145,5.1506987,4.543287,5.439548,3.5894268,4.78902,3.9251328,5.113383,4.104159,4.8258953,5.21651,5.6696386,0.612,"S-ph"
"775",4.895839,5.242365,4.7984185,5.82329,3.997739,4.4761615,4.5290575,5.0293283,3.826044,5.4263287,3.42107,5.089936,0.882,"G2M"
"776",4.968814,4.789144,4.4499397,5.6553006,2.478129,4.876093,3.6690922,4.569965,4.3494077,5.059456,2.3987157,5.5154266,0.5,"S-ph"
"777",2.8409379,5.46525,5.1682277,4.2110186,3.7554386,4.238777,2.4369621,4.491448,4.553289,4.66656,3.7554386,3.3833025,0.128,"G1"
"778",5.6492534,6.7383633,5.0661,5.3976383,5.1892347,4.4524527,5.2813997,5.0606256,4.3461447,5.7423015,5.1940503,3.8099897,0.107,"G1"
"779",3.9239173,1.9740508,4.092642,4.7686706,0.7096586,3.3273973,0.7096586,4.6768355,4.6173935,2.4277163,6.117181,5.487938,0.34,"S-ph"
"780",5.418871,6.6715465,5.5250807,5.9534974,5.255359,5.961044,5.0659356,5.7589955,3.108739,5.4733853,4.2490716,4.494108,0.802,"G2M"
"782",3.7251284,5.8278303,4.8925214,4.4532075,3.3887792,4.081711,1.376673,4.9978724,4.6786175,4.3817596,0,4.5305834,0.104,"G1"
"783",5.328034,6.4954815,5.609211,5.0805087,4.9228873,5.612389,4.7125463,5.5400248,3.5519853,5.836071,6.566384,5.2353144,0.02,"G1"
"784",5.804112,6.8308873,5.4718657,6.356278,5.8605413,5.6428666,5.4213486,5.581722,3.0083349,6.0491276,3.6550689,4.6600313,0.869,"G2M"
"785",4.4086413,5.4081473,4.8711123,5.034703,4.140504,4.2701163,3.7949805,4.693276,3.7275925,4.3848405,4.487747,5.2838697,0.365,"S-ph"
"786",5.3667765,6.4149013,5.258459,6.314578,5.4604435,5.778107,4.88973,5.6948657,3.0016403,6.079709,2.9529595,4.466291,0.85,"G2M"
"788",4.8209147,6.4000177,5.1999145,5.205247,4.543675,4.584071,4.1122756,5.0808153,2.369423,5.4942155,3.9395282,4.874146,0.047,"G1"
"789",3.6755044,5.092171,5.522146,4.558318,4.2862234,4.421041,4.5017757,5.8423676,5.3674965,4.3099933,1.2872628,5.0759234,0.29,"S-ph"
"790",4.623304,4.927437,4.4429445,5.008363,3.5441418,4.143915,3.861506,4.380202,4.5440793,3.8055842,2.428471,5.0423293,0.419,"S-ph"
"791",4.0307093,6.3054657,5.3169904,5.2071395,4.288966,4.909454,3.909,5.5677166,0,6.0167084,2.489908,4.396745,0.057,"G1"
"792",5.089257,5.502105,4.4300838,5.4559584,2.4897664,4.301379,4.1821675,5.490767,4.64643,5.348008,3.5581133,5.683747,0.634,"S-ph"
"793",3.9777951,5.25155,4.9207234,5.7253757,3.6835904,5.2831354,3.898251,4.8904896,4.0395665,5.3627872,4.439146,5.4969287,0.972,"G2M"
"794",5.6264567,6.4574585,5.47141,6.4297047,5.1532226,6.1968665,5.2272606,5.673221,2.7698026,5.9221826,4.0802493,5.0143275,0.867,"G2M"
"796",4.778896,5.1548967,4.412283,5.1972156,2.8283176,4.4781914,4.291754,4.6532793,4.5982537,4.9044585,2.338235,4.984465,0.54,"S-ph"
"797",2.4210398,3.7976134,4.004642,1.2709929,2.3001184,0,1.2709929,2.528904,4.9379,2.1625376,4.3052144,3.5728865,0.119,"G1"
"798",4.6748266,4.9652796,4.578406,5.591649,3.6993153,4.8173647,4.3936367,4.7148666,4.8940544,4.7812967,0,5.488515,0.548999999999999,"S-ph"
"799",5.6777472,6.3862476,5.139558,6.0310993,5.3456883,5.4025817,4.984203,6.390001,2.4981966,5.6739216,2.8108933,4.8450856,0.792,"G2M"
"801",4.415388,4.7862964,4.623166,5.4014773,3.5840814,4.6126885,3.8868055,5.588619,3.4586916,4.84643,5.076317,5.4885116,0.667999999999999,"S-ph"
"802",5.1890116,5.846045,5.2566977,5.9731436,4.772266,5.2697024,4.651996,5.5331974,3.1612592,5.513143,1.4697601,5.94942,0.717,"S-ph"
"803",4.757181,5.1424446,4.632184,5.2285523,3.7784262,4.6238275,3.7586899,4.5721674,4.322542,4.8073096,1.9437077,4.848364,0.87,"G2M"
"804",4.861708,5.5160265,4.5228534,5.40318,4.4635067,4.847927,4.333072,4.840965,3.436281,5.2249365,2.0888438,4.6404967,0.824,"G2M"
"805",5.305857,5.485784,5.1264014,6.1963105,4.455785,5.2916765,5.1151056,5.5969863,3.556761,6.124431,4.879182,3.442538,0.935999999999999,"G2M"
"806",3.7607248,4.5702734,5.041018,4.179132,2.837749,4.032067,3.9665978,4.331093,3.7812934,3.8782318,1.9813154,5.1187835,0.258,"S-ph"
